accession	description	scientific_name	tax_id	tax_lineage	country	location	altitude	isolation_source	environmental_sample	host	host_tax_id	dev_stage	sex	tissue_type	collected_by	identified_by	collection_date	collection_date_start	collection_date_end	isolate	strain	sub_species	sub_strain	cultivar	ecotype	variety	specimen_voucher	culture_collection	bio_material	study_accession	sample_accession	secondary_sample_accession
KX768686	Uncultured actinobacterium clone GH48_cell_63-2mum_NPK_1 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768687	Uncultured actinobacterium clone GH48_cell_63-2mum_NPK_7 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768688	Uncultured actinobacterium clone GH48_cell_63-2mum_NPK_8 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009352	Uncultured bacterium clone 9015C-556 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009475	Uncultured bacterium clone 9015g-328 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009492	Uncultured bacterium clone 9015g-404 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009252	Uncultured bacterium clone 9007g-649 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009451	Uncultured bacterium clone 9015g-134 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768674	Uncultured actinobacterium clone GH48_2-0.1mum_NPK_1 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768694	Uncultured actinobacterium clone GH48_cell_2-0.1mum_NPKM_14 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768693	Uncultured actinobacterium clone GH48_cell_2-0.1mum_NPKM_12 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
MT186820	Uncultured bacterium clone S7 cellobiohydrolase (GH48) gene, complete cds.	uncultured bacterium	77133	1;131567;2;48479;77133	France			compost	true								29-May-2012	2012-05-28	2012-05-29													
HM175831	Gastrophysa viridula glycoside hydrolase family protein 48 (GH48-2) mRNA, complete cds.	Gastrophysa viridula	154015	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71528;27439;63707;63708;154013;154015					false			larva		midgut																		
EF544546	Sigaus australis isolate GH48 cytochrome oxidase subunit I (COI) gene, partial cds mitochondrial.	Sigaus australis	461299	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33341;6993;7001;1955150;70910;92621;7002;109883;461298;461299					false											GH48							AWCMEE GH48					
KF009070	Uncultured bacterium clone 9007C-137 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009080	Uncultured bacterium clone 9007C-158 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009130	Uncultured bacterium clone 9007C-219 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009133	Uncultured bacterium clone 9007C-225 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009169	Uncultured bacterium clone 9007g-78 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009172	Uncultured bacterium clone 9007g-97 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009189	Uncultured bacterium clone 9007g-213 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009199	Uncultured bacterium clone 9007g-292 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009293	Uncultured bacterium clone 9015C-340 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009354	Uncultured bacterium clone 9015C-559 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009364	Uncultured bacterium clone 9015C-574 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009411	Uncultured bacterium clone 9015g-205 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009413	Uncultured bacterium clone 9015g-207 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009418	Uncultured bacterium clone 9015g-214 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009484	Uncultured bacterium clone 9015g-61 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009486	Uncultured bacterium clone 9015g-65 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009501	Uncultured bacterium clone 9015g-413 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768668	Uncultured actinobacterium clone GH48_>2000mum_NPK_4 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009057	Uncultured bacterium clone 9007C-105 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009063	Uncultured bacterium clone 9007C-118 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009064	Uncultured bacterium clone 9007C-122 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009069	Uncultured bacterium clone 9007C-133 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009078	Uncultured bacterium clone 9007C-151 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009084	Uncultured bacterium clone 9007C-169 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009106	Uncultured bacterium clone 9007C-73 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009110	Uncultured bacterium clone 9007C-78 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009111	Uncultured bacterium clone 9007C-79 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009119	Uncultured bacterium clone 9007C-207 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009124	Uncultured bacterium clone 9007C-213 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009126	Uncultured bacterium clone 9007C-215 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009129	Uncultured bacterium clone 9007C-218 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009142	Uncultured bacterium clone 9007C-242 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009143	Uncultured bacterium clone 9007C-245 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009151	Uncultured bacterium clone 9007C-258 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009161	Uncultured bacterium clone 9007g-11 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009178	Uncultured bacterium clone 9007g-131 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009195	Uncultured bacterium clone 9007g-275 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009208	Uncultured bacterium clone 9007g-332 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009216	Uncultured bacterium clone 9007g-403 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009237	Uncultured bacterium clone 9007g-602 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009257	Uncultured bacterium clone 9015C-142 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009259	Uncultured bacterium clone 9015C-154 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009260	Uncultured bacterium clone 9015C-214 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009263	Uncultured bacterium clone 9015C-307 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009274	Uncultured bacterium clone 9015C-325 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009275	Uncultured bacterium clone 9015C-330 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009277	Uncultured bacterium clone 9015C-333 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009281	Uncultured bacterium clone 9015C-350 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009285	Uncultured bacterium clone 9015C-357 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009288	Uncultured bacterium clone 9015C-402 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009290	Uncultured bacterium clone 9015C-319 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009299	Uncultured bacterium clone 9015C-416 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009301	Uncultured bacterium clone 9015C-420 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009302	Uncultured bacterium clone 9015C-423 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009311	Uncultured bacterium clone 9015C-501 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009312	Uncultured bacterium clone 9015C-502 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009333	Uncultured bacterium clone 9015C-527 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009334	Uncultured bacterium clone 9015C-528 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009336	Uncultured bacterium clone 9015C-532 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009340	Uncultured bacterium clone 9015C-542 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009343	Uncultured bacterium clone 9015C-545 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009351	Uncultured bacterium clone 9015C-555 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009356	Uncultured bacterium clone 9015C-562 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009357	Uncultured bacterium clone 9015C-563 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009359	Uncultured bacterium clone 9015C-567 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009361	Uncultured bacterium clone 9015C-569 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009363	Uncultured bacterium clone 9015C-571 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009367	Uncultured bacterium clone 9015C-602 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009373	Uncultured bacterium clone 9015C-613 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009375	Uncultured bacterium clone 9015C-615 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009385	Uncultured bacterium clone 9015g-6 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009389	Uncultured bacterium clone 9015g-17 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009394	Uncultured bacterium clone 9015g-68 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009401	Uncultured bacterium clone 9015g-108 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009403	Uncultured bacterium clone 9015g-111 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009414	Uncultured bacterium clone 9015g-210 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009428	Uncultured bacterium clone 9015g-225 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009444	Uncultured bacterium clone 9015g-123 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009447	Uncultured bacterium clone 9015g-127 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009454	Uncultured bacterium clone 9015g-137 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009455	Uncultured bacterium clone 9015g-139 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009457	Uncultured bacterium clone 9015g-141 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009461	Uncultured bacterium clone 9015g-305 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009465	Uncultured bacterium clone 9015g-312 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009466	Uncultured bacterium clone 9015g-313 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009481	Uncultured bacterium clone 9015g-57 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009498	Uncultured bacterium clone 9015g-410 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009503	Uncultured bacterium clone 9015g-417 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009504	Uncultured bacterium clone 9015g-418 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768680	Uncultured actinobacterium clone GH48_cell_200-63mum_CK_7 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009116	Uncultured bacterium clone 9007C-201 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009074	Uncultured bacterium clone 9007C-147 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009123	Uncultured bacterium clone 9007C-212 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009166	Uncultured bacterium clone 9007g-67 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009183	Uncultured bacterium clone 9007g-243 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009185	Uncultured bacterium clone 9007g-208 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009246	Uncultured bacterium clone 9007g-641 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009300	Uncultured bacterium clone 9015C-419 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009310	Uncultured bacterium clone 9015C-344 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009313	Uncultured bacterium clone 9015C-503 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009323	Uncultured bacterium clone 9015C-514 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009346	Uncultured bacterium clone 9015C-549 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009421	Uncultured bacterium clone 9015g-218 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009442	Uncultured bacterium clone 9015g-120 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009472	Uncultured bacterium clone 9015g-322 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768683	Uncultured actinobacterium clone GH48_cell_200-63mum_NPKM_22 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KF009187	Uncultured bacterium clone 9007g-155 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009289	Uncultured bacterium clone 9015C-414 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009427	Uncultured bacterium clone 9015g-224 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009446	Uncultured bacterium clone 9015g-126 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KX768677	Uncultured actinobacterium clone GH48_2-0.1mum_NPK_8 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768691	Uncultured actinobacterium clone GH48_cell_2-0.1mum_NPK_1 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KX768695	Uncultured actinobacterium clone GH48_cell_2-0.1mum_NPKM_15 glycoside hydrolase family 48 protein (GH48) gene, partial cds.	uncultured Actinomycetes bacterium	152507	1;131567;2;1783272;201174;1760;35766;152507	China			arable soil	true								20-Sep-2014	2014-09-19	2014-09-20													
KR049173	Uncultured Herpetosiphon sp. clone HM01 cellulase GH48 (cel48) gene, partial cds.	uncultured Herpetosiphon sp.	290606	1;131567;2;1783272;200795;32061;189772;189773;64;290605;290606	China:Changbai Mountain Nature Reserve, Southeast			forest soil	true																							
EU912494	Mucilaginibacter sp. Gh48 methanol dehydrogenase alpha subunit (mxaF) gene, partial cds.	Mucilaginibacter sp. Gh48	582682	1;131567;2;3379134;1783270;68336;976;117747;200666;84566;423349;2617802;582682					false	Gossypium hirsutum	3635					M. Madhaiyan	09-Mar-2002	2002-03-09	2002-03-09		Gh48											
HM175830	Gastrophysa viridula glycoside hydrolase family protein 48 (GH48-1) mRNA, complete cds.	Gastrophysa viridula	154015	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71528;27439;63707;63708;154013;154015					false			larva		midgut																		
HM175847	Leptinotarsa decemlineata glycoside hydrolase family protein 48 (GH48-1) mRNA, complete cds.	Leptinotarsa decemlineata	7539	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71528;27439;63707;63712;7538;7539					false			larva		midgut																		
HM175848	Leptinotarsa decemlineata glycoside hydrolase family protein 48 (GH48-2) mRNA, complete cds.	Leptinotarsa decemlineata	7539	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7041;41084;41088;71528;27439;63707;63712;7538;7539					false			larva		midgut																		
OQ200612	Rice yellow mottle virus isolate Gh48 coat protein (CP) gene, complete cds.	Rice yellow mottle virus	31744	1;10239;2559587;2732396;2732408;2732506;2732553;2169577;12137;3432506;31744	Ghana				false	Oryza sativa	4530						2010	2010-01-01	2010-12-31	Gh48												
AY397198	HIV-1 strain S|GH48 from Ghana pol protein (pol) gene, partial cds.	Human immunodeficiency virus 1	11676	1;10239;2559587;2732397;2732409;2732514;2169561;11632;327045;1233735;11646;3418650;11676	Ghana				false												S|GH48											
KF009066	Uncultured bacterium clone 9007C-127 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009105	Uncultured bacterium clone 9007C-69 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009128	Uncultured bacterium clone 9007C-217 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009153	Uncultured bacterium clone 9007C-261 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009224	Uncultured bacterium clone 9007g-438 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009261	Uncultured bacterium clone 9015C-304 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009294	Uncultured bacterium clone 9015C-341 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009306	Uncultured bacterium clone 9015C-441 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009342	Uncultured bacterium clone 9015C-544 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
KF009376	Uncultured bacterium clone 9015C-616 glycoside hydrolase 48 family protein (GH48) gene, partial cds.	uncultured bacterium	77133	1;131567;2;48479;77133				cow rumen	true																							
